"id"	"dtxsid"	"preferred_name"	"casrn"	"mol_formula"	"mol_weight"	"pubchem_cid"
7751	"DTXSID8024442"	"Allyl bromide"	"106-95-6"	"C3H5Br"	120.977	7841
7752	"DTXSID8024448"	"Allyl propyl disulfide"	"2179-59-1"	"C6H12S2"	148.28	16591
7753	"DTXSID8024498"	"2-Aminophenol"	"95-55-6"	"C6H7NO"	109.128	5801
7754	"DTXSID8024521"	"tert-Amyl methyl ether"	"994-05-8"	"C6H14O"	102.177	61247
7755	"DTXSID8024523"	"4-Androstene-3,17-dione"	"63-05-8"	"C19H26O2"	286.415	6128
7756	"DTXSID8024529"	"3-Methoxyaniline"	"536-90-3"	"C7H9NO"	123.155	10824
7757	"DTXSID8024573"	"Benzimidazole"	"51-17-2"	"C7H6N2"	118.139	5798
7758	"DTXSID8024600"	"Benzyltrimethylammonium chloride"	"56-93-9"	"C10H16ClN"	185.7	5963
7759	"DTXSID8024602"	"Berberine chloride"	"633-65-8"	"C20H18ClNO4"	371.82	12456
7760	"DTXSID8024608"	"Pentaerythrityl tetrabenzoate"	"4196-86-5"	"C33H28O8"	552.579	20167
7761	"DTXSID8024652"	"Bronopol"	"52-51-7"	"C3H6BrNO4"	199.988	2450
7762	"DTXSID8024658"	"alpha-Bromotoluene"	"100-39-0"	"C7H7Br"	171.037	7498
7763	"DTXSID8024733"	"Carisoprodol"	"78-44-4"	"C12H24N2O4"	260.334	2576
7764	"DTXSID8024739"	"beta-Caryophyllene"	"87-44-5"	"C15H24"	204.357	5281515
7765	"DTXSID8024781"	"4-Chloro-3,5-dinitrobenzotrifluoride"	"393-75-9"	"C7H2ClF3N2O4"	270.55	9809
7766	"DTXSID8024783"	"2-Chloroethyl acrylate"	"2206-89-5"	"C5H7ClO2"	134.56	16627
7767	"DTXSID8024787"	"5-Chloro-2-methyl-1H-benzimidazole"	"2818-69-1"	"C8H7ClN2"	166.61	76063
7768	"DTXSID8024810"	"2-Chloropyridine"	"109-09-1"	"C5H4ClN"	113.54	7977
7769	"DTXSID8024814"	"4-Chlorotoluene"	"106-43-4"	"C7H7Cl"	126.58	7810
7770	"DTXSID8024862"	"o-Cresyl glycidyl ether"	"2210-79-9"	"C10H12O2"	164.204	16640
7771	"DTXSID8024864"	"Crotonaldehyde"	"4170-30-3"	"C4H6O"	70.091	20138
7772	"DTXSID8024866"	"Crystal Violet lactone"	"1552-42-7"	"C26H29N3O2"	415.537	73773
7773	"DTXSID8024941"	"(E)-1,4-Dibromo-2-butene"	"821-06-7"	"C4H6Br2"	213.9	641245
7774	"DTXSID8024947"	"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane"	"3322-93-8"	"C8H12Br4"	427.8	18728
7775	"DTXSID8024991"	"1,2-Dichloroethylene"	"540-59-0"	"C2H2Cl2"	96.94	10900
7776	"DTXSID8024993"	"Dichloro-1,3,5-triazinetrione"	"2782-57-2"	"C3HCl2N3O3"	197.96	16726
7777	"DTXSID8024997"	"2,3-Dichloronitrobenzene"	"3209-22-1"	"C6H3Cl2NO2"	192.0	18555
7778	"DTXSID8024999"	"3,4-Dichloronitrobenzene"	"99-54-7"	"C6H3Cl2NO2"	192.0	7443
7779	"DTXSID8025040"	"N,N'-Diethylcarbanilide"	"85-98-3"	"C17H20N2O"	268.36	6828
7780	"DTXSID8025046"	"Diethylene glycol dibutyl ether"	"112-73-2"	"C12H26O3"	218.337	8210
7781	"DTXSID8025094"	"Di(2-methoxyethyl) phthalate"	"117-82-8"	"C14H18O6"	282.292	8344
7782	"DTXSID8025096"	"Dimethyl adipate"	"627-93-0"	"C8H14O4"	174.196	12329
7783	"DTXSID8025258"	"Ethidium bromide"	"1239-45-8"	"C21H20BrN3"	394.316	14710
7784	"DTXSID8025331"	"1-Fluoro-2,4-dinitrobenzene"	"70-34-8"	"C6H3FN2O4"	186.098	6264
7785	"DTXSID8025337"	"Formamide"	"75-12-7"	"CH3NO"	45.041	713
7786	"DTXSID8025464"	"Isocyanatocyclohexane"	"3173-53-3"	"C7H11NO"	125.171	18502
7787	"DTXSID8025466"	"Isodecyl methacrylate"	"29964-84-9"			34763
7788	"DTXSID8025591"	"N-Methyldiethanolamine"	"105-59-9"	"C5H13NO2"	119.164	7767
7789	"DTXSID8025593"	"N'-Methyl-N,N-diphenylurea"	"13114-72-2"	"C14H14N2O"	226.279	25711
7790	"DTXSID8025595"	"N,N'-Methylenebisacrylamide"	"110-26-9"	"C7H10N2O2"	154.169	8041
7791	"DTXSID8025599"	"Methylene bis(thiocyanate)"	"6317-18-6"	"C3H2N2S2"	130.18	22772
7792	"DTXSID8025628"	"2-Methyl-3-nitroaniline"	"603-83-8"	"C7H8N2O2"	152.153	11783
7793	"DTXSID8025670"	"4-Methylumbelliferone"	"90-33-5"	"C10H8O3"	176.171	5280567
7794	"DTXSID8025703"	"alpha-Naphylisothiocyanate"	"551-06-4"	"C11H7NS"	185.24	11080
7795	"DTXSID8025707"	"Neopentyl glycol diglycidyl ether"	"17557-23-2"	"C11H20O4"	216.277	28594
7796	"DTXSID8025709"	"Nickelocene"	"1271-28-9"	"C10H10Ni"	188.883	62390
7797	"DTXSID8025751"	"2-Nitroethanol"	"625-48-9"	"C2H5NO3"	91.066	12252
7798	"DTXSID8025757"	"Nitrogen mustard hydrochloride"	"55-86-7"	"C5H12Cl3N"	192.51	5935
7799	"DTXSID8025759"	"4-Nitrohippuric acid"	"2645-07-0"	"C9H8N2O5"	224.172	17549
7800	"DTXSID8025830"	"Pentabromoethane"	"75-95-6"	"C2HBr5"	424.55	60967
7801	"DTXSID8025886"	"Ethyl 2,3-epoxy-3-phenylpropionate"	"121-39-1"	"C11H12O3"	192.214	8469
7802	"DTXSID8025888"	"Phenylglyoxal"	"1074-12-0"	"C8H6O2"	134.134	14090
7803	"DTXSID8025961"	"Propionic acid"	"79-09-4"	"C3H6O2"	74.079	1032
7804	"DTXSID8025963"	"S-(Propyl) chlorothioformate"	"13889-92-4"	"C4H7ClOS"	138.61	26323
7805	"DTXSID8025967"	"1-tert-Butoxy-2-propanol"	"57018-52-7"	"C7H16O2"	132.203	92629
7806	"DTXSID8025969"	"1,3-Propylene oxide"	"503-30-0"	"C3H6O"	58.08	10423
7807	"DTXSID8026018"	"Silybin"	"22888-70-6"	"C25H22O10"	482.441	31553
7808	"DTXSID8026060"	"Sulfacetamide"	"144-80-9"	"C8H10N2O3S"	214.24	5320
7809	"DTXSID8026064"	"Sulfamethoxazole"	"723-46-6"	"C10H11N3O3S"	253.28	5329
7810	"DTXSID8026068"	"Sulfathiazole"	"72-14-0"	"C9H9N3O2S2"	255.31	5340
7811	"DTXSID8026141"	"Thioglycolic acid"	"68-11-1"	"C2H4O2S"	92.11	1133
7812	"DTXSID8026145"	"Thiophene"	"110-02-1"	"C4H4S"	84.14	8030
7813	"DTXSID8026147"	"Thonzylamine hydrochloride"	"63-56-9"	"C16H23ClN4O"	322.84	6136
7814	"DTXSID8026193"	"1,2,3-Trichlorobenzene"	"87-61-6"	"C6H3Cl3"	181.44	6895
7815	"DTXSID8026195"	"1,3,5-Trichlorobenzene"	"108-70-3"	"C6H3Cl3"	181.44	7950
7816	"DTXSID8026220"	"2,4,5-Triethoxyacetophenone"	"63213-29-6"	"C14H20O4"	252.31	113124
7817	"DTXSID8026224"	"Triethylene glycol dimethyl ether"	"112-49-2"	"C8H18O4"	178.228	8189
7818	"DTXSID8026228"	"Triethyl phosphate"	"78-40-0"	"C6H15O4P"	182.156	6535
7819	"DTXSID8026270"	"Uracil mustard"	"66-75-1"	"C8H11Cl2N3O2"	252.1	6194
7820	"DTXSID8026303"	"p-Xylenol blue"	"125-31-5"	"C23H22O5S"	410.48	67172
7821	"DTXSID8026305"	"2,4-Dimethylaniline"	"95-68-1"	"C8H11N"	121.183	7250
7822	"DTXSID8026307"	"2,6-Dimethylaniline"	"87-62-7"	"C8H11N"	121.183	6896
7823	"DTXSID8026309"	"3,5-Dimethylaniline"	"108-69-0"	"C8H11N"	121.183	7949
7824	"DTXSID8026432"	"2,2-Dimethylpropanoic acid"	"75-98-9"	"C5H10O2"	102.133	6417
7825	"DTXSID8026436"	"2-Methyl-2-nitro-1-propanol"	"76-39-1"	"C4H9NO3"	119.12	6442
7826	"DTXSID8026488"	"Camphene"	"79-92-5"	"C10H16"	136.238	6616
7827	"DTXSID8026513"	"1,2,3,6-Tetrahydrophthalimide"	"85-40-5"	"C8H9NO2"	151.165	6808
7828	"DTXSID8026515"	"Hexahydrophthalic anhydride"	"85-42-7"	"C8H10O3"	154.165	85689
7829	"DTXSID8026519"	"Butyl 2-ethylhexyl phthalate"	"85-69-8"	"C20H30O4"	334.456	6818
7830	"DTXSID8026563"	"(9Z)-N,N-Bis(2-hydroxyethyl)octadec-9-enamide"	"93-83-4"	"C22H43NO3"	369.59	5371728
7831	"DTXSID8026640"	"1,3-Diisopropylbenzene"	"99-62-7"	"C12H18"	162.276	7450
7832	"DTXSID8026694"	"2-Ethylhexyl acetate"	"103-09-3"	"C10H20O2"	172.268	7635
7833	"DTXSID8026698"	"4,4'-Dithiodimorpholine"	"103-34-4"	"C8H16N2O2S2"	236.35	7648
7834	"DTXSID8026725"	"12-Hydroxyoctadecanoic acid"	"106-14-9"	"C18H36O3"	300.483	7789
7835	"DTXSID8026727"	"(2E)-3,7-Dimethyl-2,6-octadien-1-ol"	"106-24-1"	"C10H18O"	154.253	637566
7836	"DTXSID8026729"	"Butanoic anhydride"	"106-31-0"	"C8H14O3"	158.197	7798
7837	"DTXSID8026773"	"1,3-Butanediol"	"107-88-0"	"C4H10O2"	90.122	7896
7838	"DTXSID8026775"	"3-Mercaptopropanoic acid"	"107-96-0"	"C3H6O2S"	106.14	6514
7839	"DTXSID8026802"	"2,6-Dimethyl-4-heptanol"	"108-82-7"	"C9H20O"	144.258	7957
7840	"DTXSID8026931"	"(13Z)-Docos-13-enoic acid"	"112-86-7"	"C22H42O2"	338.576	5281116
7841	"DTXSID8026933"	"(Z)-9-Octadecenylamine"	"112-90-3"	"C18H37N"	267.501	5356789
7842	"DTXSID8026935"	"1-Octadecanol"	"112-92-5"	"C18H38O"	270.501	8221
7843	"DTXSID8026981"	"4-(Acetylamino)benzenesulfonyl chloride"	"121-60-8"	"C8H8ClNO3S"	233.67	8481
7844	"DTXSID8027032"	"2-Amino-2-methylpropan-1-ol"	"124-68-5"	"C4H11NO"	89.138	11807
7845	"DTXSID8027034"	"2-(Hydroxymethyl)-2-nitro-1,3-propanediol"	"126-11-4"	"C4H9NO5"	151.118	31337
7846	"DTXSID8027036"	"2,2-Dimethylpropane-1,3-diol"	"126-30-7"	"C5H12O2"	104.149	31344
7847	"DTXSID8027084"	"Proxan-sodium"	"140-93-2"	"C4H7NaOS2"	158.21	23690438
7848	"DTXSID8027086"	"Methyl 12-hydroxyoctadecanoate"	"141-23-1"	"C19H38O3"	314.51	8840
7849	"DTXSID8027113"	"2,2,4-Trimethyl-1,3-pentanediol"	"144-19-4"	"C8H18O2"	146.23	8946
7850	"DTXSID8027163"	"N-Methylmethanamine hydrochloride"	"506-59-2"	"C2H8ClN"	81.54	10473
7851	"DTXSID8027167"	"Neophyl chloride"	"515-40-2"	"C10H13Cl"	168.66	68191
7852	"DTXSID8027169"	"D-Gluconic acid"	"526-95-4"	"C6H12O7"	196.155	10690
7853	"DTXSID8027240"	"3,4-Dinitrotoluene"	"610-39-9"	"C7H6N2O4"	182.135	11883
7854	"DTXSID8027244"	"1,2-Dichlorobutane"	"616-21-7"	"C4H8Cl2"	127.01	12017
7855	"DTXSID8027246"	"2-Pyrrolidinone"	"616-45-5"	"C4H7NO"	85.106	12025
7856	"DTXSID8027292"	"Dibutyltin dichloride"	"683-18-1"	"C8H18Cl2Sn"	303.84	12688
7857	"DTXSID8027294"	"sec-Butylurea"	"689-11-2"	"C5H12N2O"	116.164	12715
7858	"DTXSID8027321"	"Sodium 4-hydroxybenzenesulfonate"	"825-90-1"	"C6H5NaO4S"	196.15	4379756
7859	"DTXSID8027323"	"4-Nitro-N-phenylaniline"	"836-30-6"	"C12H10N2O2"	214.224	13271
7860	"DTXSID8027329"	"1-Decene"	"872-05-9"	"C10H20"	140.27	13381
7861	"DTXSID8027373"	"Galaxolide"	"1222-05-5"	"C18H26O"	258.405	
7862	"DTXSID8027377"	"Dimethylaniline"	"1300-73-8"			6893
7863	"DTXSID8027400"	"1,1,1-Trimethoxyethane"	"1445-45-0"	"C5H12O3"	120.148	15050
7864	"DTXSID8027402"	"Dimethyl isophthalate"	"1459-93-4"	"C10H10O4"	194.186	15088
7865	"DTXSID8027452"	"1,4-Dichloro-2-methoxybenzene"	"1984-58-3"	"C7H6Cl2O"	177.02	16125
7866	"DTXSID8027454"	"N,N-Dimethylacetoacetamide"	"2044-64-6"	"C6H11NO2"	129.159	16278
7867	"DTXSID8027537"	"1-Methyl-3-phenoxybenzene"	"3586-14-9"	"C13H12O"	184.238	19165
7868	"DTXSID8027581"	"1,5,9-Cyclododecatriene"	"4904-61-4"	"C12H18"	162.276	638081
7869	"DTXSID8027585"	"4-(Diglycidylamino)phenyl glycidyl ether"	"5026-74-4"	"C15H19NO4"	277.32	62558
7870	"DTXSID8027589"	"1-Butoxy-2-propanol"	"5131-66-8"	"C7H16O2"	132.203	21210
7871	"DTXSID8027747"	"2,2'-Azobis(2-methylbutanenitrile)"	"13472-08-7"	"C10H16N4"	192.266	93079
7872	"DTXSID8027749"	"1-Chloropinacolone"	"13547-70-1"	"C6H11ClO"	134.6	83572
7873	"DTXSID8027793"	"N-(Cyclohexylthio)phthalimide"	"17796-82-6"	"C14H15NO2S"	261.34	28777
7874	"DTXSID8027795"	"3,4,5,6-Tetrachloropyridine-2-carbonitrile"	"17824-83-8"	"C6Cl4N2"	241.88	87323
7875	"DTXSID8027797"	"Tetraethylene glycol di(2-ethylhexanoate)"	"18268-70-7"	"C24H46O7"	446.625	28999
7876	"DTXSID8027822"	"Dichloropinacolin"	"22591-21-5"	"C6H10Cl2O"	169.05	31432
7877	"DTXSID8027826"	"Dicyclohexyl sodium sulfosuccinate"	"23386-52-9"	"C16H25NaO7S"	384.42	23692768
7878	"DTXSID8027870"	"3-(Dodecenyl)dihydro-2,5-furandione"	"25377-73-5"			32933
7879	"DTXSID8027878"	"Hydroxypropyl acrylate"	"25584-83-2"			61249
7880	"DTXSID8027905"	"(Tetrapropenyl)succinic anhydride"	"26544-38-7"			22833321
7881	"DTXSID8027955"	"Isooctyl acrylate"	"29590-42-9"			165746
7882	"DTXSID8027959"	"1-[(1-Butoxy-2-propanyl)oxy]-2-propanol"	"29911-28-2"	"C10H22O3"	190.283	24752
7883	"DTXSID8028008"	"Cyanox CY 1790"	"40601-76-1"	"C42H57N3O6"	699.933	93221
7884	"DTXSID8028842"	"Sodium polyphosphate"	"68915-31-1"			24451
7885	"DTXSID8029072"	"5-Ethyl-2,3-pyridinedicarboxylic acid"	"102268-15-5"	"C9H9NO4"	195.174	113606
7886	"DTXSID8029105"	"4-Toluenesulfonamide"	"70-55-3"	"C7H9NO2S"	171.21	6269
7887	"DTXSID8029153"	"Benzyl benzoate"	"120-51-4"	"C14H12O2"	212.248	2345
7888	"DTXSID8029157"	"alpha-Amyl cinnamaldehyde"	"122-40-7"	"C14H18O"	202.297	31209
7889	"DTXSID8029159"	"2,6,8-Trimethyl-4-nonanol"	"123-17-1"	"C12H26O"	186.339	61056
7890	"DTXSID8029230"	"tert-Butyldiethanolamine"	"2160-93-2"	"C8H19NO2"	161.245	62430
7891	"DTXSID8029232"	"Pentasodium nitrilotris(methylenephosphonate)"	"2235-43-0"	"C3H7NNa5O9P3"	408.957	16697
7892	"DTXSID8029234"	"Dihydromyrcene"	"2436-90-0"	"C10H18"	138.254	17090
7893	"DTXSID8029236"	"Tridecyl methacrylate"	"2495-25-2"	"C17H32O2"	268.441	17234
7894	"DTXSID8029280"	"6-Amino-1,3-dimethyl-5-nitrosouracil"	"6632-68-4"	"C6H8N4O3"	184.155	81133
7895	"DTXSID8029282"	"4,4'-(4-Methylpentane-2,2-diyl)diphenol"	"6807-17-6"	"C18H22O2"	270.372	81259
7896	"DTXSID8029286"	"1,1,2,2-(4,4',4''',4''''-Tetraglycidyloxyphenyl)ethane"	"7328-97-4"	"C38H38O8"	622.714	62630
7897	"DTXSID8029315"	"4-(Butan-2-yl)-2,6-di-tert-butylphenol"	"17540-75-9"	"C18H30O"	262.437	86583
7898	"DTXSID8029317"	"1,1,5-Trimethyl-6-heptenol"	"18479-58-8"	"C10H20O"	156.269	29096
7899	"DTXSID8029369"	"Vinyl neodecanoate"	"51000-52-3"			22833395
7900	"DTXSID8029575"	"{4-[(Ethenyloxy)methyl]cyclohexyl}methanol"	"114651-37-5"	"C10H18O2"	170.252	163934
7901	"DTXSID8029600"	"Methacrylamide"	"79-39-0"	"C4H7NO"	85.106	6595
7902	"DTXSID8029602"	"4,4'-Butane-1,1-diylbis(2-tert-butyl-5-methylphenol)"	"85-60-9"	"C26H38O2"	382.588	6815
7903	"DTXSID8029604"	"1,2-Benzenedicarbonitrile"	"91-15-6"	"C8H4N2"	128.134	7042
7904	"DTXSID8029606"	"3-Methylbut-2-enal"	"107-86-8"	"C5H8O"	84.118	61020
7905	"DTXSID8029608"	"Vinyl isobutyl ether"	"109-53-5"	"C6H12O"	100.161	7992
7906	"DTXSID8029650"	"Menthol"	"1490-04-6"	"C10H20O"	156.269	1254
7907	"DTXSID8029652"	"tert-Butyl acrylate"	"1663-39-4"	"C7H12O2"	128.171	15458
7908	"DTXSID8029733"	"(1S,2R,5S)-(+)-Menthol"	"15356-60-2"	"C10H20O"	156.269	165675
7909	"DTXSID8029739"	"Fluoboric acid"	"16872-11-0"	"BF4H"	87.81	28118
7910	"DTXSID8029868"	"Atorvastatin"	"134523-00-5"	"C33H35FN2O5"	558.65	60823
7911	"DTXSID8030138"	"2,5-Hexanedione"	"110-13-4"	"C6H10O2"	114.144	8035
7912	"DTXSID8030423"	"5,6-Benzoflavone"	"6051-87-2"	"C19H12O2"	272.303	2361
7913	"DTXSID8030760"	"Azithromycin"	"83905-01-5"	"C38H72N2O12"	748.996	447043
7914	"DTXSID8031077"	"Curcumin"	"458-37-7"	"C21H20O6"	368.385	969516
7915	"DTXSID8031366"	"Ginkgo biloba extract"	"90045-36-6"			
7916	"DTXSID8031497"	"Isopropyl methanesulfonate"	"926-06-7"	"C4H10O3S"	138.18	13551
7917	"DTXSID8031603"	"Semustine"	"13909-09-6"	"C10H18ClN3O2"	247.72	5198
7918	"DTXSID8031863"	"Perfluorononanoic acid"	"375-95-1"	"C9HF17O2"	464.078	67821
7919	"DTXSID8031865"	"Perfluorooctanoic acid"	"335-67-1"	"C8HF15O2"	414.07	9554
7920	"DTXSID8032386"	"Ethalfluralin"	"55283-68-6"	"C13H14F3N3O4"	333.267	41381
7921	"DTXSID8032417"	"Isofenphos"	"25311-71-1"	"C15H24NO4PS"	345.39	32872
7922	"DTXSID8032544"	"Dipropyl 2,5-pyridinedicarboxylate"	"136-45-8"	"C13H17NO4"	251.282	8693
7923	"DTXSID8032548"	"Fenbuconazole"	"114369-43-6"	"C19H17ClN4"	336.82	86138
7924	"DTXSID8032623"	"Indole-3-butyric acid"	"133-32-4"	"C12H13NO2"	203.241	8617
7925	"DTXSID8032627"	"Methoprene"	"40596-69-8"	"C19H34O3"	310.478	5366546
7926	"DTXSID8032671"	"Metalaxyl-M"	"70630-17-0"	"C15H21NO4"	279.336	11150163
7927	"DTXSID8032673"	"Pyrithiobac sodium"	"123343-16-8"	"C13H10ClN2NaO4S"	348.73	23682187
7928	"DTXSID8032675"	"Sulprofos"	"35400-43-2"	"C12H19O2PS3"	322.44	37125
7929	"DTXSID8033433"	"Dihydrokavain"	"587-63-3"	"C14H16O3"	232.279	98356
7930	"DTXSID8033512"	"Fluoxymestrone"	"76-43-7"	"C20H29FO3"	336.447	6446
7931	"DTXSID8033562"	"Hydroxyflutamide"	"52806-53-8"	"C11H11F3N2O4"	292.214	91649
7932	"DTXSID8033564"	"Hydroxyvalerenic acid"	"1619-16-5"	"C15H22O3"	250.338	6537505
7933	"DTXSID8033566"	"Indium trichloride"	"10025-82-8"	"Cl3In"	221.17	24812
7934	"DTXSID8033649"	"Methyl cyanoacetate"	"105-34-0"	"C4H5NO2"	99.089	7747
7935	"DTXSID8033803"	"2-Amino-1-(4-hydroxyphenyl)ethanol hydrochloride"	"770-05-8"	"C8H12ClNO2"	189.64	102484
7936	"DTXSID8034085"	"Triton X 100"	"9002-93-1"	"(C2H4O)nC14H22O"		5590
7937	"DTXSID8034087"	"Tyramine hydrochloride"	"60-19-5"	"C8H12ClNO"	173.64	66449
7938	"DTXSID8034089"	"Valerenic acid"	"3569-10-6"	"C15H22O2"	234.339	6440940
7939	"DTXSID8034241"	"2,4-D, isopropylamine salt"	"5742-17-6"	"C11H15Cl2NO3"	280.15	57358267
7940	"DTXSID8034324"	"Phoxim"	"14816-18-3"	"C12H15N2O3PS"	298.3	9570290
7941	"DTXSID8034372"	"Cloransulam-methyl"	"147150-35-4"	"C15H13ClFN5O5S"	429.81	86453
7942	"DTXSID8034376"	"Denatonium benzoate"	"3734-33-6"	"C28H34N2O3"	446.591	19518
7943	"DTXSID8034401"	"Buprofezin"	"69327-76-0"	"C16H23N3OS"	305.44	50367
7944	"DTXSID8034538"	"Diflufenzopyr"	"109293-97-2"	"C15H12F2N4O3"	334.283	6125184
7945	"DTXSID8034580"	"Ethofumesate"	"26225-79-6"	"C13H18O5S"	286.34	33360
7946	"DTXSID8034586"	"Etoxazole"	"153233-91-1"	"C21H23F2NO2"	359.417	153974
7947	"DTXSID8034588"	"Famoxadone"	"131807-57-3"	"C22H18N2O4"	374.396	213032
7948	"DTXSID8034665"	"Imazapyr"	"81334-34-1"	"C13H15N3O3"	261.281	54738
7949	"DTXSID8034669"	"Imiprothrin"	"72963-72-5"	"C17H22N2O4"	318.373	16722126
7950	"DTXSID8034742"	"Milbemectin (mixture of 70% Milbemcin A4, 30% Milbemycin A3)"	"NOCAS_34742"			9959038
7951	"DTXSID8034792"	"Oxycarboxin"	"5259-88-1"	"C12H13NO4S"	267.3	21330
7952	"DTXSID8034823"	"Pinoxaden"	"243973-20-8"	"C23H32N2O4"	400.519	210326
7953	"DTXSID8034871"	"Pyraflufen-ethyl"	"129630-19-9"	"C15H13Cl2F3N2O4"	413.17	182951
7954	"DTXSID8034873"	"Pyrethrins"	"8003-34-7"			
7955	"DTXSID8034875"	"Pyridalyl"	"179101-81-6"	"C18H14Cl4F3NO3"	491.11	
7956	"DTXSID8034877"	"Pyrimethanil"	"53112-28-0"	"C12H13N3"	199.257	91650
7957	"DTXSID8034956"	"Tetraconazole"	"112281-77-3"	"C13H11Cl2F4N3O"	372.14	80277
7958	"DTXSID8035001"	"10-Undecenoic acid"	"112-38-9"	"C11H20O2"	184.279	5634
7959	"DTXSID8035138"	"(4-Aminophenyl)arsonic acid"	"98-50-0"	"C6H8AsNO3"	217.056	7389
7960	"DTXSID8035180"	"Allethrin"	"584-79-2"	"C19H26O3"	302.414	11442
7961	"DTXSID8035184"	"2-Ethylhexyl dihydrogen phosphate"	"1070-03-7"	"C8H19O4P"	210.21	
7962	"DTXSID8035186"	"3-Methyl-2-cyclohexen-1-one"	"1193-18-6"	"C7H10O"	110.156	14511
7963	"DTXSID8035217"	"1,3-Dimethylol-5,5-dimethylhydantoin"	"6440-58-0"	"C7H12N2O4"	188.183	22947
7964	"DTXSID8035423"	"1,4-Dimethylnaphthalene"	"571-58-4"	"C12H12"	156.228	11304
7965	"DTXSID8037207"	"Sodium dichloroacetate"	"2156-56-1"	"C2HCl2NaO2"	150.92	517326
7966	"DTXSID8037540"	"Endosulfan II"	"33213-65-9"	"C9H6Cl6O3S"	406.9	
7967	"DTXSID8037594"	"Secbumeton"	"26259-45-0"	"C10H19N5O"	225.296	33443
7968	"DTXSID8037596"	"Simetryn"	"1014-70-6"	"C8H15N5S"	213.3	13905
7969	"DTXSID8037706"	"Potassium perfluorooctanesulfonate"	"2795-39-3"	"C8F17KO3S"	538.22	23669238
7970	"DTXSID8037708"	"Ammonium perfluorooctanoate"	"3825-26-1"	"C8H4F15NO2"	431.101	2776282
7971	"DTXSID8037750"	"(3Z)-Hex-3-en-1-yl salicylate"	"65405-77-8"	"C13H16O3"	220.268	5371102
7972	"DTXSID8037752"	"Diphenyl isophthalate"	"744-45-6"	"C20H14O4"	318.328	69779
7973	"DTXSID8037754"	"2,4,6-Tris(allyloxy)-1,3,5-triazine"	"101-37-1"	"C12H15N3O3"	249.27	7555
7974	"DTXSID8037756"	"2-Phenylpropan-1-ol"	"1123-85-9"	"C9H12O"	136.194	14295
7975	"DTXSID8038770"	"Zinc acetate"	"557-34-6"	"C4H6O4Zn"	183.47	11192
7976	"DTXSID8038801"	"N-Benzyl-9-(tetrahydro-2H-pyran-2-yl)adenine"	"2312-73-4"	"C17H19N5O"	309.373	16834
7977	"DTXSID8038855"	"1-Chloro-2-(chloromethyl)-3-fluorobenzene"	"55117-15-2"	"C7H5Cl2F"	179.02	108675
7978	"DTXSID8038857"	"2-Methyl-4'-(methylthio)-2-morpholinopropiophenone"	"71868-10-5"	"C15H21NO2S"	279.4	92387
7979	"DTXSID8039241"	"Benzaldehyde"	"100-52-7"	"C7H6O"	106.124	240
7980	"DTXSID8040145"	"1,5-Naphthalene diisocyanate"	"3173-72-6"	"C12H6N2O2"	210.192	
7981	"DTXSID8040147"	"Diltiazem hydrochloride"	"33286-22-5"	"C22H27ClN2O4S"	450.98	
7982	"DTXSID8040222"	"Trifloxysulfuron-sodium"	"199119-58-9"	"C14H13F3N5NaO6S"	459.33	23676736
7983	"DTXSID8040270"	"Dithianon"	"3347-22-6"	"C14H4N2O2S2"	296.32	18771
7984	"DTXSID8040274"	"Dichlofenthion"	"97-17-6"	"C10H13Cl2O3PS"	315.14	7328
7985	"DTXSID8040278"	"Iodenphos"	"18181-70-9"	"C8H8Cl2IO3PS"	412.99	28935
7986	"DTXSID8040436"	"Cyclic AMP"	"60-92-4"	"C10H12N5O6P"	329.209	6076
7987	"DTXSID8040438"	"Calcium pantothenate"	"137-08-6"	"C18H32CaN2O10"	476.536	443753
7988	"DTXSID8040484"	"Colforsin"	"66575-29-9"	"C22H34O7"	410.507	47936
7989	"DTXSID8040694"	"Butyl benzoate"	"136-60-7"	"C11H14O2"	178.231	8698
7990	"DTXSID8040698"	"Triisobutyl phosphate"	"126-71-6"	"C12H27O4P"	266.318	31355
7991	"DTXSID8040721"	"4-Cyclohexylcyclohexanone"	"92-68-2"	"C12H20O"	180.291	41690
7992	"DTXSID8040723"	"2-Chloro-5-nitro-N-phenylbenzamide"	"22978-25-2"	"C13H9ClN2O3"	276.68	644213
7993	"DTXSID8040725"	"4-Chloromercuribenzoic acid"	"59-85-8"	"C7H5ClHgO2"	357.16	1730
7994	"DTXSID8040727"	"Flutriafol"	"76674-21-0"	"C16H13F2N3O"	301.297	91727
7995	"DTXSID8040775"	"Terpineol"	"8000-41-7"			17100
7996	"DTXSID8040779"	"Diheptyl phthalate"	"3648-21-3"	"C22H34O4"	362.51	19284
7997	"DTXSID8040800"	"Etidronic acid monohydrate"	"25211-86-3"	"C2H10O8P2"	224.042	12521030
7998	"DTXSID8041032"	"Ganciclovir"	"82410-32-0"	"C9H13N5O4"	255.234	3454
7999	"DTXSID8041034"	"Gefitinib"	"184475-35-2"	"C22H24ClFN4O3"	446.91	123631
8000	"DTXSID8041080"	"(E)-Nitenpyram"	"150824-47-8"	"C11H15ClN4O2"	270.72	3034287
8001	"DTXSID8041115"	"Rifapentine"	"61379-65-5"	"C47H64N4O12"	877.045	6540548
